id,yearly_income,prev_delinquencies,previous_defaults,debt_to_income,Zip_code,loan_amount,open_accounts,default
32630,110000,0,0,57.3552,85000,32832,32,0
28194,193600,4,0,25.0656,92700,34200,7,1
117082,214720,0,0,39.9504,94500,59850,23,1
127199,109054.88,0,0,44.8056,55300,11970,15,0
127952,66880,0,0,51.2736,84100,8550,25,0
59360,204749.6,0,0,35.532,2000,34200,10,0
54934,130240,2,0,0,98900,18040.5,6,0
59267,61600,0,0,14.5824,89000,16416,10,1
99427,114400,0,0,26.0904,92000,1710,15,1
33573,68640,0,0,43.3776,60100,11970,11,0
72667,80960,0,0,38.22,95600,10260,11,0
22743,113625.6,0,0,16.464,44100,10260,17,0
109890,63360,0,0,22.848,76100,5130,7,0
107849,91520,1,0,32.6088,43100,40783.5,12,0
70752,70400,0,0,30.3912,7600,20520,13,0
36441,227040,0,0,20.5296,22500,35910,11,0
43132,149600,4,0,43.6128,2100,13680,9,0
124187,88000,0,0,23.8728,80100,40185,10,0
124040,117920,0,0,44.8896,16000,51300,19,0
96844,88000,0,0,63.6216,33600,19066.5,28,0
143158,82720,0,0,30.7776,28200,20520,15,1
81195,61600,0,0,42.9744,89100,19152,8,0
138459,264000,2,1,24.6288,91300,13680,12,1
48059,105600,0,0,34.776,29400,17100,14,1
45358,123845.92,1,0,33.6672,40900,47880,13,0
134336,144320,0,0,32.256,92500,34200,10,0
60373,140800,1,0,46.3176,75000,13680,29,0
42228,105600,0,0,33.2976,7600,47153.25,15,0
110924,128480,0,0,32.0712,33900,39287.25,12,0
48937,149600,1,0,59.4048,6200,39244.5,23,0
96327,96800,2,0,43.5456,60400,25607.25,16,0
40717,91520,2,0,18.1776,23200,15945.75,5,1
145103,158400,1,0,26.544,92800,17100,11,0
67567,298892,0,0,10.6344,12500,17100,7,0
84888,61600,1,0,42.8568,73000,25650,22,0
141009,79200,1,0,36.876,44900,32190.75,12,1
57812,137280,1,0,27.6864,36600,23085,27,0
137251,72160,0,0,20.748,30000,15390,6,0
72883,95040,1,0,45.6288,70000,13680,18,0
143295,79200,0,0,25.2168,29400,25650,11,0
93381,352000,2,0,23.4864,95100,18810,8,0
74688,26400,1,0,41.496,32200,4446,8,0
144516,126720,0,0,48.6528,92800,42750,11,0
110333,158400,1,0,24.108,32700,24624,12,0
29436,148632,0,0,12.1296,15200,34200,6,0
141876,105600,0,0,27.1488,60000,8550,8,0
86677,66880,0,0,5.0904,27500,6113.25,7,0
135460,38329.28,0,0,9.1728,33600,9319.5,11,0
22772,74448,0,0,28.0728,98100,3420,5,0
130915,156640,2,0,24.948,60700,59850,15,0
83775,109120,3,0,24.528,21200,5130,12,0
74588,112640,1,0,36.1704,31000,9105.75,11,0
96991,70400,0,0,61.488,70100,20135.25,14,0
146500,167200,0,0,38.7576,98300,59850,8,0
46683,144320,0,0,10.3824,17000,41553,10,0
116971,70400,0,0,23.2344,91700,12825,7,0
131339,290400,0,0,35.3976,60700,51300,44,0
105024,184800,0,0,13.7592,90000,25650,6,1
74239,88000,0,0,32.1888,70100,42750,6,0
63244,144320,0,0,49.2576,75200,30780,28,0
80324,140800,1,0,29.5512,22600,23940,15,0
113326,109120,1,0,21.4368,92500,17100,7,0
21798,158400,0,0,35.196,17800,51300,17,0
103706,176000,0,0,27.9552,10000,17100,5,0
32706,79200,0,0,36.4392,95100,25650,8,0
59310,100320,1,0,33.4152,55000,15390,18,0
33040,528000,1,0,14.532,10000,59850,11,0
91467,117040,3,0,21.4368,70800,19152,14,0
57746,126720,0,0,29.0136,70400,35995.5,7,0
77223,88000,0,0,47.04,60100,17100,6,0
143851,207680,0,0,44.9064,35700,48307.5,14,0
69779,186560,0,0,63.3024,76500,54720,16,0
131578,184800,1,0,49.308,80900,47880,23,0
111306,44000,0,0,31.1304,78700,13680,13,0
48063,121440,0,0,26.3256,26300,42750,9,1
47293,359040,2,0,12.4152,77400,59850,18,0
127938,56320,0,0,39.816,8000,3078,6,1
57276,123200,0,0,16.5648,89100,17100,11,0
96009,88000,0,0,53.5584,89100,12996,15,1
56997,158400,0,0,53.3064,46100,27360,22,0
79404,96800,1,0,24.3432,70100,10260,9,1
106280,70400,0,0,61.6896,85200,20520,13,0
43639,72160,0,0,25.3344,41000,20520,9,0
26096,78828.9216,0,0,21.3864,43000,10260,6,1
63786,93280,1,0,58.1616,38300,32575.5,9,0
53227,54560,1,0,30.8952,22600,8550,6,0
126157,137280,0,0,54.7176,94000,42750,13,0
140147,105600,2,0,22.1088,92800,17100,8,0
82538,114400,0,0,27.7032,7000,42750,13,0
23127,73920,0,0,43.1088,14800,25479,14,0
145832,176000,0,0,10.7016,98000,8208,6,0
65233,132000,0,0,23.436,97500,5130,22,0
141007,123200,11,0,18.5976,37200,25650,17,0
43185,176000,0,0,18.9168,33400,35910,8,0
116809,140800,0,0,37.5312,74900,34200,14,0
92753,160643.8944,0,0,24.78,60400,43733.25,10,0
36968,123200,0,0,22.6632,92600,13680,9,0
39344,167200,1,0,38.9256,19000,59850,27,0
126411,73920,0,0,33.3144,32800,9234,11,0
43864,161920,0,0,24.4608,85300,17100,18,0
86121,79200,1,0,35.8848,6500,13680,18,0
68165,225280,0,0,7.3584,98000,13680,5,1
141320,100320,0,0,48.0312,81500,25650,15,0
137190,70400,0,0,48.4344,32500,20349,13,0
77451,528000,0,0,32.3904,93000,34200,17,0
88830,73920,0,0,47.2248,11100,25222.5,17,0
80211,612480,0,0,0.4536,40200,59850,4,1
115221,116336,0,0,37.548,94500,34200,18,0
58542,105600,0,0,19.0008,97500,34200,6,0
125541,172480,0,0,39.1104,30000,51300,15,0
47803,79200,0,0,19.0512,11200,17100,9,1
81222,96800,0,0,25.5864,94100,3847.5,22,0
105469,183040,1,0,20.496,32100,27360,19,0
44053,616000,0,0,8.6688,44000,42750,19,0
24796,89760,0,0,18.9,75000,27360,9,1
81661,93280,0,0,24.2256,64100,17100,13,1
123595,47520,2,0,26.2752,35800,18339.75,16,0
58019,45760,0,0,40.8744,24500,4788,11,1
123857,132000,0,0,26.7456,33400,15390,9,0
51141,52800,0,0,44.2176,39400,7695,8,0
61481,126720,0,0,41.6136,28100,59850,13,0
38765,47520,0,0,19.7904,86300,11115,7,0
54395,88000,0,0,21.3696,75100,10260,10,0
51413,88000,1,0,22.26,28700,22230,6,0
113389,139040,0,0,11.5248,10400,17100,13,0
54590,235840,0,0,26.3928,10400,34200,68,0
68052,325600,0,0,12.3816,33000,46170,5,0
146436,88000,0,0,36.0528,55400,34200,10,0
130821,114400,0,0,26.796,8800,34200,9,0
104953,96800,0,0,49.896,8500,19152,18,0
135574,238471.2,0,0,20.9496,66200,47880,13,0
98795,352000,0,0,14.7168,17000,41040,13,0
74298,220000,0,0,30.6264,36600,25650,12,0
88560,211200,0,0,20.5128,17000,23940,14,1
127839,61600,0,0,56.9856,93500,12825,8,0
25746,80960,0,0,29.568,7000,28300.5,9,0
134024,332640,1,0,22.0416,11200,3420,16,1
145114,211200,1,0,16.0776,49200,17100,13,0
42597,98384,1,0,35.5992,23100,39330,11,0
74312,184800,1,0,21.2856,46900,25650,8,0
143693,126720,0,0,44.3352,60400,20520,83,0
99147,123200,0,0,20.5968,89100,16800.75,6,0
22283,66880,0,0,50.8368,26000,12312,25,0
62607,158400,4,0,27.1992,14100,47880,14,0
54503,59840,0,0,25.788,90000,25564.5,10,0
139838,105600,0,0,47.7456,44000,20520,18,0
78611,52800,0,0,45.4272,74100,17100,13,0
36135,59488,0,0,24.6456,32100,24239.25,22,0
108265,102080,2,0,13.9776,94000,38902.5,9,0
34431,158400,0,0,46.1664,60600,17100,18,0
84958,140800,0,0,31.836,22000,48435.75,18,0
30052,75328,0,0,29.1984,72000,27360,8,1
60232,135520,1,1,45.2424,74600,23982.75,12,0
69225,184800,3,0,31.9872,93300,14535,12,0
93848,79200,0,0,53.004,10500,16929,10,0
70436,79200,0,0,24.5448,77000,6669,6,1
26159,84480,0,0,33.012,81000,27360,9,1
127172,64064,0,0,30.8448,19700,17955,6,0
59959,163680,0,0,34.6416,45300,38988,14,0
46744,140800,0,0,32.9784,92500,51300,14,0
138452,176000,3,0,22.0416,30000,48264.75,11,0
108171,116160,1,0,25.0488,53100,39330,11,0
138221,193600,0,0,20.7144,25500,17100,13,0
79805,96800,0,0,5.208,92600,6840,6,0
135716,52800,0,0,19.6224,49500,5985,12,0
53478,83600,0,0,41.0928,47300,20520,12,0
125578,105600,1,0,15.4224,90000,3420,5,1
70478,84480,0,0,33.768,10400,25650,15,0
89927,105600,0,0,34.5072,92100,20520,15,0
130686,96800,0,0,51.7608,77300,20520,9,0
110300,73920,0,0,24.0072,33100,20520,12,0
69508,121440,0,0,55.5408,62200,54249.75,5,0
79438,91520,2,0,33.852,33300,20520,13,0
121035,75680,1,0,31.6512,93200,20520,12,0
76543,126720,0,0,18.9,30100,8550,7,0
145112,42240,0,0,16.8,96700,10260,8,0
35819,105600,1,0,31.1472,44300,34114.5,18,0
133956,140800,0,0,53.1216,30300,27360,17,1
127995,264000,1,0,34.356,20100,59850,17,0
131501,173536,0,0,43.4448,76100,27360,8,0
142395,191840,1,0,8.6856,63000,34200,10,1
99807,79200,0,0,34.0368,61300,10687.5,8,1
144567,102960,0,0,42.6552,70100,27360,18,0
22307,38720,0,0,12.3648,11100,5130,6,0
59671,68640,0,0,33.7008,67500,29925,8,0
125856,97680,0,0,14.7,20700,10260,8,0
139867,56320,0,0,25.3344,92100,12312,6,0
75602,158400,0,0,24.276,94500,54720,10,1
23504,70400,0,0,34.6752,95800,18083.25,10,1
100225,58080,0,0,33.6,47200,28215,11,1
33880,102080,1,0,42.924,29200,34670.25,13,0
64834,132000,0,0,55.2552,20700,17100,11,0
62412,73920,0,0,27.4512,19100,30780,17,0
50194,167200,0,0,43.1424,89800,59850,17,0
71547,89760,0,0,46.0824,80000,43562.25,7,0
74690,116160,1,0,46.7712,34400,10260,10,0
141235,193600,0,0,8.9208,10400,13338,5,1
22344,128480,0,0,35.1288,85700,41040,12,1
79873,126720,0,0,29.5176,45100,15390,14,0
140831,140800,0,0,23.5032,18900,21375,17,0
89643,184800,0,0,7.7448,55100,13680,12,0
42531,387200,0,0,48.4344,32200,51300,13,0
89594,153120,0,0,23.3856,75000,14535,9,1
120261,123200,0,0,12.012,94500,19152,7,0
39815,52800,0,0,28.1736,10000,13680,5,0
128350,91520,0,0,32.0208,14400,39073.5,11,0
81753,271040,1,0,16.632,92600,42750,17,0
42133,228800,0,0,26.7456,74000,42621.75,18,0
39921,60720,0,0,38.7408,58100,18810,9,0
138196,42240,0,0,45.696,60600,12953.25,14,0
98239,52800,0,0,36.4896,32800,8550,11,0
49772,114400,3,0,29.736,93300,13680,13,0
114713,132000,0,0,51.1728,7000,20520,24,1
86133,88000,0,0,49.56,33300,20520,18,0
79045,193600,0,0,22.2096,60600,10260,17,0
129009,59840,0,0,52.4496,92600,21375,16,0
139559,58080,1,0,6.0984,26500,6840,15,0
66829,79200,0,0,20.244,91200,6840,8,1
63207,111140.48,0,0,27.2664,79900,41040,12,0
106120,149600,0,0,36.0696,89100,27360,14,1
131981,123200,2,0,18.4296,48000,35910,10,0
48793,102080,0,0,13.6584,97000,32490,8,0
41572,123200,0,0,15.0024,99000,51300,7,0
31330,157738.24,0,0,15.7752,20800,42750,8,0
114507,114400,0,0,16.2624,7000,17100,17,0
105957,308966.24,0,0,11.508,92500,30780,12,0
129604,45760,0,0,44.9904,79700,9618.75,7,0
117259,79200,1,0,20.7816,37200,7695,10,0
99261,75680,0,0,45.8976,45400,35226,17,0
66837,190432,0,0,30.5088,77500,29625.75,21,0
134461,91520,1,0,19.3536,87300,17100,11,1
62509,249920,0,0,36.204,35700,13338,12,0
41727,130240,0,0,10.8192,47500,25650,11,0
87331,88000,0,0,10.3992,43500,20947.5,11,0
136737,190080,1,0,31.9704,91600,59850,9,0
66167,168960,0,0,15.876,79100,16416,14,1
95553,105600,0,0,21.5376,80000,34200,10,0
54897,161920,0,0,20.4288,95000,29070,31,0
50457,114400,0,0,36.8592,27000,35910,11,0
24738,170720,0,0,39.6984,48800,20520,19,0
92416,139392,0,0,16.464,95900,19152,12,0
106358,45760,0,0,63.1344,45400,22230,8,0
33789,237600,0,0,48.132,29600,59850,21,1
142609,98017.92,0,0,34.2384,1800,24624,38,0
45910,158400,0,0,61.6224,78700,14321.25,7,0
43198,211200,0,0,11.4744,30200,19152,10,0
109318,38720,0,0,63.8904,49800,11970,11,0
139434,181280,2,0,28.4928,95000,17100,9,0
28588,109120,0,0,26.4432,97000,11328.75,20,0
76536,422400,1,0,23.772,57700,59850,10,0
122818,147840,1,0,12.1968,7700,13551.75,12,1
111071,88000,0,0,25.5696,11200,14535,4,0
88522,91520,0,0,66.8808,89000,24111,23,0
36557,151360,0,0,26.7456,95600,8550,15,0
39658,179520,0,0,17.4888,10600,21888,25,1
81173,137280,3,0,44.8056,7000,32832,12,0
78459,107360,0,0,22.9656,89100,21546,12,0
38116,138019.2,0,0,39.0768,2100,59850,4,1
40418,61600,0,0,22.932,80200,10260,8,0
125306,316800,0,0,28.3752,79900,27360,27,0
55691,132000,0,0,9.8112,11200,4104,14,0
107600,132000,0,0,27.468,92300,31635,16,0
118887,128480,2,0,53.4408,6400,37876.5,26,0
106442,109120,0,0,18.396,99600,20520,7,1
37988,88000,0,0,25.5192,12300,7652.25,13,0
139299,308000,0,0,22.6296,94500,51300,10,0
82467,56742.4,1,0,29.5176,33800,15390,11,0
70130,132000,0,0,4.7376,24800,22230,3,0
47314,102080,0,0,31.7352,3400,20520,25,0
105128,70400,0,0,51.912,37600,28728,15,0
109393,60403.2,0,0,48.2328,99200,17442,12,0
109860,119680,0,0,21.7392,6200,13680,11,1
111102,158400,0,0,17.136,11300,59850,18,0
131208,105600,1,0,36.8088,21800,20520,6,0
66244,96800,2,0,24.8976,74100,25650,8,0
54108,158400,0,0,40.3368,15200,47880,9,0
110596,57200,0,0,30.2736,34200,10260,12,1
108320,135949.44,0,0,25.9728,95800,19836,10,1
141763,154880,0,0,31.6344,19500,50616,13,0
131297,126720,0,0,17.388,80100,25650,10,0
110285,36960,0,0,13.608,94000,9832.5,7,1
115696,105600,0,0,20.3952,61100,35268.75,7,1
107580,106529.28,0,0,28.7448,32100,29070,9,0
36969,96800,0,0,19.3872,19100,8550,5,0
120106,91520,0,0,23.772,68100,17100,7,0
37541,190080,1,0,15.6576,55400,19152,11,0
68437,281600,0,0,50.736,77400,5130,15,0
71182,51423.68,0,0,43.4784,96700,9576,5,0
23552,73920,0,0,5.8632,70000,10260,4,0
126438,149600,0,0,33.7008,27600,20520,16,1
101959,228800,0,0,30.5928,19100,5130,11,0
140293,133760,0,0,9.744,2000,10260,5,0
115240,176000,0,0,29.7024,70400,10260,12,0
25029,59811.84,0,0,42.1848,89100,8208,9,1
143944,130240,1,0,59.808,49000,20434.5,11,0
82411,105600,2,0,40.5216,66700,25650,21,0
49151,79200,0,0,27.6024,48500,19665,26,0
126864,44000,0,0,8.1648,11400,17100,7,0
133471,126720,0,0,35.1624,78100,28215,6,0
37661,70400,0,0,58.212,44900,27360,23,0
70043,61600,0,0,35.952,65700,22657.5,21,0
22969,114400,0,0,51.828,71300,42750,20,0
74346,121440,0,0,27.4512,15000,10388.25,28,0
48170,70400,0,0,31.5,84000,11970,13,0
88390,105600,0,0,41.328,33100,42750,20,0
65033,65120,1,0,59.4552,78700,25308,9,0
63097,105600,0,0,59.64,39100,10260,9,0
117790,118800,0,0,5.5608,43200,17100,11,1
145052,56320,0,0,36.0528,99600,14535,8,0
117343,44000,0,0,56.532,75200,10260,8,1
28464,48391.2,2,0,54.1128,44500,8550,11,0
33617,200640,0,0,33.7344,75000,20520,10,1
49764,158400,2,0,20.0256,31300,42750,10,0
124610,132000,0,0,57.7584,36100,59850,12,0
93519,114400,0,0,3.6624,32600,25650,26,0
81207,264000,0,0,18.2784,77000,43776,11,0
95268,176000,0,0,25.4184,94000,53865,12,0
112454,154508.64,0,0,30.912,2100,59850,11,0
23408,211200,0,0,16.3632,2700,34200,9,0
88306,105600,1,0,64.5792,20100,43092,19,0
62491,119680,1,0,35.8176,43000,23085,14,0
58311,98560,1,0,64.596,34600,26205.75,19,0
66767,126720,0,0,29.9376,46200,16416,14,1
113898,79200,1,0,31.5336,92100,10858.5,10,0
113529,80080,0,0,41.2608,13800,34926.75,13,0
140665,79200,0,0,31.3656,6700,24624,7,0
49669,96800,0,0,23.6376,92600,25650,11,0
41342,105600,0,0,23.8224,32500,17100,9,0
24310,105600,0,0,23.2512,70000,9191.25,10,0
91246,70400,0,0,22.68,46100,8550,7,0
40756,123200,0,0,30.3576,77400,30181.5,10,0
112966,140800,0,0,43.2936,54000,41040,19,0
47413,109912,0,0,51.8448,92100,12483,28,1
34516,114400,0,0,6.7032,2100,9405,6,0
69829,96800,1,0,48.8712,78500,13680,15,0
106950,52800,0,0,52.6848,79400,11970,21,0
46089,123200,0,0,35.8512,76300,12312,14,0
93104,203280,0,0,42.5712,91700,54720,33,1
140085,105600,0,0,26.628,31600,43092,9,1
96911,70400,1,0,46.3176,12900,34200,12,0
31710,105600,0,0,25.1664,90200,30780,12,0
86424,63104.8,0,0,38.64,39100,16416,8,0
69585,264000,2,0,19.7568,8200,59850,16,0
60012,123552,0,0,9.4752,27700,29070,8,0
108587,84480,1,0,23.2176,19000,13680,24,0
133736,61679.2,0,0,25.6536,72400,11970,6,0
79325,109120,0,0,6.7032,92000,8336.25,9,0
56071,91520,0,0,44.6712,32900,20520,11,0
86854,77440,1,0,43.0416,85300,12825,8,0
128475,80960,0,0,29.1816,8000,20520,12,0
128907,58275.36,1,0,6.888,11100,5130,7,1
97985,102080,0,0,47.796,75200,43562.25,13,0
97647,56320,0,0,25.7712,32100,19152,10,0
82535,172480,0,0,18.6144,53200,28129.5,13,1
112266,205920,0,0,64.7472,19400,21888,19,0
65989,61600,0,0,27.9384,13700,10260,5,1
56992,88000,0,0,32.5752,73100,34200,9,0
54808,132000,0,0,20.244,98400,17100,12,0
98152,211200,5,0,50.6856,37300,59850,24,0
131763,202400,0,0,14.1624,65200,42750,11,0
80995,297440,0,0,17.1864,43100,41040,15,0
32993,140800,0,0,28.4256,54900,18468,11,1
51901,145024,0,0,39.2952,27600,59850,17,0
96453,119680,1,0,33.8352,11400,6840,18,0
