Zip,PctWhite,PctBlack,PctNativeAmer,PctAsian,PctPacIsl,PctOther
1330,0.982161595,0.003147954,0.002098636,0.002098636,0,0.011542497
1331,0.959574468,0.010638298,0.003191489,0.007446809,0,0.019148936
1337,0.987486966,0.004171011,0,0.005213764,0,0.004171011
1338,0.948521358,0,0,0.008762322,0,0.04271632
1339,0.974025974,0.005411255,0.003246753,0.008658009,0,0.007575758
1340,0.981934113,0.005313496,0.001062699,0.005313496,0,0.006376196
1341,0.981500514,0.001027749,0.001027749,0.011305242,0,0.005138746
1342,0.847921225,0.050328228,0.002188184,0.01750547,0.002188184,0.080962801
1343,0.966329966,0.006734007,0,0.006734007,0,0.02020202
1344,0.979503776,0.005393743,0.006472492,0.002157497,0,0.005393743
1346,0.974863388,0.003278689,0.003278689,0.012021858,0,0.006557377
1347,0.916666667,0.052350427,0,0,0,0.030982906
1349,0.962566845,0.017112299,0,0.010695187,0,0.010695187
1350,0.954303932,0.018065887,0,0.018065887,0,0.008501594
1351,0.967230444,0.00422833,0.00422833,0.013742072,0,0.010570825
1354,0.951560818,0.010764263,0.003229279,0.016146394,0.001076426,0.016146394
1355,0.972369819,0.005313496,0.003188098,0.008501594,0,0.010626993
1360,0.977683316,0.002125399,0.002125399,0.005313496,0,0.011689692
1364,0.955961332,0.015037594,0.002148228,0.010741139,0,0.015037594
1366,0.96868476,0.003131524,0.001043841,0.005219207,0,0.021920668
1367,0.963480129,0.006444683,0.004296455,0.015037594,0,0.010741139
1368,0.985294118,0.003151261,0.00105042,0.007352941,0,0.00210084
1370,0.976670201,0.007423118,0.003181336,0.005302227,0,0.008483563
1373,0.961011591,0.008429926,0.003161222,0.014752371,0,0.012644889
1375,0.805793991,0.035407725,0.005364807,0.130901288,0,0.022532189
1376,0.929424539,0.02062975,0.006514658,0.010857763,0,0.033659066
1378,0.969083156,0.001066098,0.006396588,0.010660981,0,0.012793177
1379,0.959826276,0.015200869,0,0.010857763,0,0.014115092
1380,0.948475289,0.025236593,0,0,0,0.025236593
1420,0.701979045,0.083818393,0.006984866,0.043073341,0,0.16298021
1430,0.970401691,0.00845666,0.002114165,0.00845666,0,0.009513742
1431,0.976768743,0.006335797,0.003167899,0.005279831,0,0.00844773
1432,0.859956236,0.049234136,0.002188184,0.055798687,0,0.032822757
1434,0.640250261,0.256517205,0.015641293,0.059436913,0,0.028154327
1436,0.965042373,0.015889831,0.001059322,0.00529661,0.001059322,0.011652542
1438,0.952282158,0.019709544,0,0.007261411,0,0.019709544
1440,0.890350877,0.039473684,0.003289474,0.020833333,0,0.04495614
1450,0.916135881,0.013800425,0.001061571,0.055201699,0,0.013800425
1451,0.901273885,0.011677282,0.002123142,0.071125265,0,0.012738854
1452,0.974683544,0.005274262,0.002109705,0.007383966,0,0.011603376
1453,0.77283105,0.079908676,0.003424658,0.03652968,0,0.106164384
1460,0.886195996,0.014752371,0.002107482,0.086406744,0,0.011591149
1462,0.936422414,0.019396552,0.001077586,0.019396552,0.001077586,0.02262931
1463,0.947927736,0.01381509,0.001062699,0.021253985,0,0.01487779
1464,0.856179775,0.091011236,0.002247191,0.030337079,0.001123596,0.020224719
1468,0.968782518,0.01144641,0.001040583,0.006243496,0,0.013527575
1469,0.955176094,0.014941302,0.003201708,0.011739594,0,0.014941302
1473,0.957983193,0.011554622,0.00105042,0.011554622,0,0.017857143
1474,0.96969697,0.003246753,0.001082251,0.012987013,0,0.012987013
1475,0.950749465,0.014989293,0.001070664,0.01391863,0,0.019271949
1501,0.924387646,0.019169329,0.001064963,0.03514377,0,0.020234292
1503,0.963362069,0.006465517,0.001077586,0.012931034,0.001077586,0.016163793
1504,0.95978836,0.010582011,0.001058201,0.011640212,0,0.016931217
1505,0.920886076,0.006329114,0.002109705,0.054852321,0,0.015822785
1506,0.978746015,0.006376196,0.002125399,0.005313496,0,0.006376196
1507,0.965263158,0.010526316,0.002105263,0.011578947,0,0.011578947
1510,0.841142857,0.032,0.010285714,0.018285714,0,0.098285714
1515,0.961175236,0.009443861,0,0.016789087,0,0.012591815
1516,0.96937698,0.007391763,0.001055966,0.010559662,0,0.012671595
1518,0.94142705,0.014909478,0.003194888,0.02342918,0,0.018104366
1519,0.90715048,0.016008538,0.001067236,0.059765208,0,0.016008538
1520,0.921135647,0.023133544,0.002103049,0.038906414,0,0.013669821
1521,0.968553459,0.006289308,0.003144654,0.012578616,0,0.01048218
1522,0.941302028,0.014941302,0.001067236,0.026680896,0,0.016008538
1523,0.868834081,0.079596413,0.003363229,0.020179372,0,0.029147982
1524,0.912393162,0.02991453,0.004273504,0.026709402,0,0.026709402
1525,1,0,0,0,0,0
1527,0.919148936,0.027659574,0.00106383,0.034042553,0,0.017021277
1529,0.970741902,0.009404389,0,0.008359457,0,0.011494253
1531,0.982365145,0.004149378,0.001037344,0.004149378,0,0.008298755
1532,0.829189189,0.015135135,0.002162162,0.128648649,0,0.024864865
1534,0.946695096,0.013859275,0.001066098,0.015991471,0,0.021321962
1535,0.970307529,0.007423118,0.003181336,0.006362672,0,0.012725345
1536,0.855026455,0.024338624,0.001058201,0.097354497,0,0.023280423
1537,0.931987248,0.015940489,0.001062699,0.020191286,0,0.030818278
1540,0.946808511,0.017021277,0.00212766,0.010638298,0,0.022340426
1541,0.974603175,0.00952381,0.001058201,0.011640212,0,0.003174603
1542,0.922909881,0.027144408,0.001085776,0.026058632,0,0.022801303
1543,0.946088795,0.016913319,0.002114165,0.017970402,0.001057082,0.015856237
1545,0.685561497,0.026737968,0.001069519,0.263101604,0,0.023529412
1550,0.748831776,0.03271028,0.007009346,0.021028037,0,0.189252336
1560,0.767838126,0.021299255,0,0.183173589,0,0.026624068
1561,0.446866485,0.170299728,0,0.170299728,0,0.21253406
1562,0.932475884,0.024651661,0.003215434,0.008574491,0.001071811,0.032154341
1564,0.963157895,0.010526316,0.001052632,0.009473684,0,0.014736842
1566,0.943676939,0.01487779,0.001062699,0.021253985,0.002125399,0.015940489
1568,0.929787234,0.008510638,0,0.045744681,0.00106383,0.014893617
1569,0.96092925,0.00844773,0.002111932,0.012671595,0,0.015839493
1570,0.863192182,0.047774159,0.003257329,0.019543974,0,0.06514658
1571,0.92879915,0.024442083,0.002125399,0.012752391,0,0.030818278
1581,0.658405172,0.023706897,0.002155172,0.279094828,0,0.036637931
1583,0.915433404,0.038054968,0.001057082,0.020084567,0,0.024312896
1585,0.975635593,0.006355932,0,0.007415254,0,0.01059322
1588,0.947649573,0.013888889,0.001068376,0.011752137,0,0.025641026
1590,0.969441517,0.009483667,0.001053741,0.011591149,0,0.008429926
1602,0.754634678,0.110141767,0.002181025,0.065430752,0,0.067611778
1603,0.515428571,0.161142857,0.005714286,0.144,0.001142857,0.171428571
1604,0.602957907,0.180887372,0.005688282,0.075085324,0,0.135381115
1605,0.524684271,0.215843858,0.006888634,0.071182549,0.001148106,0.181400689
1606,0.727272727,0.143483023,0.004381161,0.052573932,0,0.073384447
1607,0.554669704,0.261958998,0.004555809,0.0523918,0,0.12642369
1608,0.455813953,0.196511628,0.004651163,0.105813953,0,0.238372093
1609,0.692563818,0.116537181,0.00554939,0.071032186,0,0.114317425
1610,0.470723307,0.176808266,0.008036739,0.094144661,0.001148106,0.250287026
1611,0.81938326,0.079295154,0.001101322,0.019823789,0,0.080396476
1612,0.909766454,0.040339703,0.003184713,0.014861996,0,0.031847134
1701,0.790286976,0.05187638,0.002207506,0.089403974,0,0.065121413
1702,0.525362319,0.09057971,0.008454106,0.079710145,0,0.29589372
1718,0.5687974,0.061755146,0.004333694,0.351029252,0,0.014084507
1719,0.728632479,0.023504274,0.001068376,0.230769231,0,0.016025641
1720,0.687031083,0.025723473,0.001071811,0.26795284,0,0.019292605
1721,0.762582057,0.031728665,0.002188184,0.143326039,0,0.059080963
1730,0.789361702,0.027659574,0.00212766,0.169148936,0,0.011702128
1731,0.74368231,0.139590854,0.007220217,0.033694344,0.006016847,0.070998797
1740,0.934619507,0.003215434,0.001071811,0.050375134,0,0.010718114
1741,0.857297297,0.007567568,0.001081081,0.123243243,0,0.010810811
1742,0.891397849,0.027956989,0,0.067741935,0,0.011827957
1745,0.793067227,0.00210084,0,0.146008403,0,0.057773109
1746,0.899470899,0.012698413,0.001058201,0.065608466,0,0.02010582
1747,0.945686901,0.008519702,0.002129925,0.019169329,0,0.024494143
1748,0.783298097,0.011627907,0.001057082,0.189217759,0,0.014799154
1749,0.888888889,0.021111111,0.002222222,0.032222222,0,0.055555556
1752,0.716959064,0.039766082,0.005847953,0.069005848,0,0.168421053
1754,0.905579399,0.02360515,0.002145923,0.036480687,0,0.032188841
1756,0.958071279,0.007337526,0.002096436,0.017819706,0,0.014675052
1757,0.789289872,0.029103609,0.00814901,0.02677532,0,0.147846333
1760,0.821007503,0.022508039,0.002143623,0.128617363,0,0.024651661
1770,0.899891186,0.006528836,0,0.082698585,0,0.009793254
1772,0.814102564,0.011752137,0,0.155982906,0.001068376,0.017094017
1773,0.878524946,0.017353579,0.002169197,0.084598698,0.001084599,0.018438178
1775,0.926960258,0.009667025,0.002148228,0.046186896,0,0.015037594
1776,0.876609442,0.013948498,0.001072961,0.096566524,0,0.011802575
1778,0.830472103,0.010729614,0.001072961,0.144849785,0,0.012875536
1801,0.801733478,0.059588299,0.002166847,0.092091008,0,0.044420368
1803,0.747368421,0.049473684,0.001052632,0.186315789,0,0.014736842
1810,0.787007455,0.022364217,0.001064963,0.165069223,0,0.025559105
1821,0.855042017,0.037815126,0.00210084,0.086134454,0,0.018907563
1824,0.843717001,0.02217529,0.001055966,0.116156283,0,0.016895459
1826,0.832800852,0.061767838,0.001064963,0.064962726,0,0.039403621
1827,0.926751592,0.00955414,0.001061571,0.052016985,0,0.011677282
1830,0.789823009,0.050884956,0.005530973,0.01659292,0,0.137168142
1832,0.717514124,0.055367232,0.006779661,0.027118644,0,0.194350282
1833,0.973656481,0.004214963,0.002107482,0.012644889,0,0.007376185
1834,0.971845673,0.005213764,0.001042753,0.010427529,0.001042753,0.010427529
1835,0.866090713,0.042116631,0.001079914,0.022678186,0,0.068034557
1840,0.255345912,0.079245283,0.017610063,0.01509434,0,0.631446541
1841,0.213924051,0.069620253,0.02278481,0.010126582,0.001265823,0.684810127
1843,0.316176471,0.0625,0.009803922,0.051470588,0.00122549,0.557598039
1844,0.699666296,0.0567297,0.004449388,0.044493882,0,0.193548387
1845,0.857294995,0.027689031,0.002129925,0.074547391,0,0.038338658
1850,0.538018433,0.148617512,0.006912442,0.111751152,0,0.193548387
1851,0.358552632,0.093201754,0.003289474,0.449561404,0,0.095394737
1852,0.596131968,0.089874858,0.003412969,0.153583618,0,0.155858931
1854,0.55801105,0.095027624,0.003314917,0.216574586,0.001104972,0.125966851
1860,0.970432946,0.007391763,0.001055966,0.007391763,0,0.012671595
1862,0.815010571,0.05179704,0.001057082,0.098308668,0,0.032769556
1863,0.814893617,0.037234043,0.00106383,0.125531915,0,0.021276596
1864,0.935991605,0.009443861,0.002098636,0.039874082,0,0.012591815
1867,0.920502092,0.013598326,0.001046025,0.055439331,0,0.009414226
1876,0.913865546,0.025210084,0,0.044117647,0,0.016806723
1879,0.864836325,0.029567054,0.001055966,0.083421331,0,0.021119324
1880,0.917372881,0.016949153,0.001059322,0.044491525,0,0.020127119
1886,0.754736842,0.009473684,0.001052632,0.225263158,0,0.008421053
1887,0.915878023,0.014721346,0.001051525,0.056782334,0,0.011566772
1890,0.804487179,0.010683761,0.001068376,0.172008547,0,0.012820513
1901,0.417977528,0.279775281,0.014606742,0.023595506,0,0.264044944
1902,0.369590643,0.156725146,0.022222222,0.077192982,0,0.374269006
